Institute,Academic Program Name,Category,Gender,Closing Rank,College_Branch,State
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Electronics and
Telecommunication Engg",SC,Female-Only,122286,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Electronics and
Telecommunication Engg",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Electronics and
Telecommunication Engg",NT,Female-Only,69398,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Electronics and
Telecommunication Engg",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,62096,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Electronics and
Telecommunication Engg",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Electronics and
Telecommunication Engg",NT,Gender-Neutral,79958,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Electronics and
Telecommunication Engg",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Electronics and
Telecommunication Engg",NT,Female-Only,68295,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Electronics and
Telecommunication Engg",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Mechanical Engineering,Open,Gender-Neutral,131251,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Mechanical Engineering",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Mechanical Engineering,SC,Gender-Neutral,139715,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Mechanical Engineering",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Mechanical Engineering,NT,Gender-Neutral,132533,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Mechanical Engineering",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Mechanical Engineering,Open,Female-Only,130115,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Mechanical Engineering",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",Open,Gender-Neutral,36723,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",SC,Gender-Neutral,65143,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",VJ,Gender-Neutral,73031,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,43605,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",OBC,Gender-Neutral,40223,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",Open,Female-Only,36011,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",OBC,Female-Only,36665,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",SC,Female-Only,78007,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",NT,Female-Only,42445,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,42956,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",NT,Gender-Neutral,37737,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",NT,Female-Only,75663,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune","Artificial Intelligence and
Data Science",VJ,Female-Only,106898,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune - Artificial Intelligence and
Data Science",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,Open,Gender-Neutral,12154,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,SC,Gender-Neutral,29262,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,VJ,Gender-Neutral,31268,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,NT,Gender-Neutral,22280,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,OBC,Gender-Neutral,13606,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,Open,Female-Only,12538,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,OBC,Female-Only,15616,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,SC,Female-Only,32706,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,ST,Gender-Neutral,93724,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,NT,Female-Only,15119,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,NT,Gender-Neutral,12428,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,NT,Female-Only,84233,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,NT,Female-Only,24794,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,Open,Gender-Neutral,102992,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Computer Engineering,VJ,Female-Only,37076,"International Institute of Information Technology (I2IT), Pune. - Computer Engineering",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,Open,Gender-Neutral,14424,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,SC,Gender-Neutral,31350,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,VJ,Gender-Neutral,38682,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,OBC,Gender-Neutral,16572,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,Open,Female-Only,15495,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,OBC,Female-Only,16794,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,SC,Female-Only,42687,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,ST,Gender-Neutral,99865,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,NT,Female-Only,21771,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,NT,Gender-Neutral,17157,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,NT,Gender-Neutral,17947,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,NT,Female-Only,31248,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.",Information Technology,NT,Female-Only,100694,"International Institute of Information Technology (I2IT), Pune. - Information Technology",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",Open,Gender-Neutral,21873,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",SC,Gender-Neutral,54282,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,28057,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,25922,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",Open,Female-Only,21231,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",OBC,Female-Only,28178,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",SC,Female-Only,61154,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"International Institute of Information Technology (I2IT), Pune.","Electronics and
Telecommunication Engg",NT,Female-Only,40729,"International Institute of Information Technology (I2IT), Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Civil Engineering,Open,Gender-Neutral,129949,"JSPM Narhe Technical Campus, Pune. - Civil Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,Open,Gender-Neutral,24929,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,SC,Gender-Neutral,61103,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,VJ,Gender-Neutral,54766,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,OBC,Gender-Neutral,27426,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,Open,Female-Only,23335,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,OBC,Female-Only,25935,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,SC,Female-Only,67320,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,NT,Female-Only,34720,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,NT,Gender-Neutral,31569,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,NT,Gender-Neutral,26546,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,NT,Female-Only,48091,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Computer Engineering,VJ,Female-Only,68739,"JSPM Narhe Technical Campus, Pune. - Computer Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,31299,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",SC,Gender-Neutral,76389,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,51078,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",OBC,Gender-Neutral,35296,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",Open,Female-Only,35937,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",OBC,Female-Only,39428,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,41784,"JSPM Narhe Technical Campus, Pune. - Artificial Intelligence (AI)
and Data Science",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",Open,Gender-Neutral,53442,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",SC,Gender-Neutral,108212,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,82367,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,56555,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",Open,Female-Only,57117,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",OBC,Female-Only,57625,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",SC,Female-Only,99022,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",NT,Female-Only,84383,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,55922,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.","Electronics and
Telecommunication Engg",NT,Female-Only,66041,"JSPM Narhe Technical Campus, Pune. - Electronics and
Telecommunication Engg",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Mechanical Engineering,Open,Gender-Neutral,136123,"JSPM Narhe Technical Campus, Pune. - Mechanical Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Mechanical Engineering,OBC,Gender-Neutral,137950,"JSPM Narhe Technical Campus, Pune. - Mechanical Engineering",Maharashtra
"JSPM Narhe Technical Campus, Pune.",Mechanical Engineering,Open,Female-Only,120619,"JSPM Narhe Technical Campus, Pune. - Mechanical Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Civil Engineering,Open,Gender-Neutral,142483,"Fabtech Technical Campus College of Engineering and Research, Sangola - Civil Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Civil Engineering,Open,Female-Only,125954,"Fabtech Technical Campus College of Engineering and Research, Sangola - Civil Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Civil Engineering,NT,Female-Only,137860,"Fabtech Technical Campus College of Engineering and Research, Sangola - Civil Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",Open,Gender-Neutral,95515,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",SC,Gender-Neutral,129124,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",VJ,Gender-Neutral,123527,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",NT,Gender-Neutral,134174,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",OBC,Gender-Neutral,122735,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",Open,Female-Only,82904,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",OBC,Female-Only,104216,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",SC,Female-Only,113138,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",NT,Female-Only,83389,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Computer Science and
Engineering",NT,Gender-Neutral,95783,"Fabtech Technical Campus College of Engineering and Research, Sangola - Computer Science and
Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",Open,Gender-Neutral,106529,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",SC,Gender-Neutral,129300,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",OBC,Gender-Neutral,140552,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",Open,Female-Only,103235,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",OBC,Female-Only,140086,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",SC,Female-Only,142548,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Artificial Intelligence (AI)
and Data Science",NT,Gender-Neutral,108286,"Fabtech Technical Campus College of Engineering and Research, Sangola - Artificial Intelligence (AI)
and Data Science",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Electrical Engineering,Open,Gender-Neutral,129913,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electrical Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Electrical Engineering,OBC,Gender-Neutral,141555,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electrical Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Electrical Engineering,Open,Female-Only,136940,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electrical Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Electronics and
Telecommunication Engg",Open,Gender-Neutral,126420,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electronics and
Telecommunication Engg",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Electronics and
Telecommunication Engg",SC,Gender-Neutral,131623,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electronics and
Telecommunication Engg",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,141211,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electronics and
Telecommunication Engg",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Electronics and
Telecommunication Engg",Open,Female-Only,120004,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electronics and
Telecommunication Engg",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Electronics and
Telecommunication Engg",OBC,Female-Only,140835,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electronics and
Telecommunication Engg",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola","Electronics and
Telecommunication Engg",NT,Gender-Neutral,134499,"Fabtech Technical Campus College of Engineering and Research, Sangola - Electronics and
Telecommunication Engg",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Mechanical Engineering,Open,Gender-Neutral,138423,"Fabtech Technical Campus College of Engineering and Research, Sangola - Mechanical Engineering",Maharashtra
"Fabtech Technical Campus College of Engineering and Research, Sangola",Mechanical Engineering,Open,Female-Only,134661,"Fabtech Technical Campus College of Engineering and Research, Sangola - Mechanical Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.",Civil Engineering,Open,Gender-Neutral,140169,"Yashoda Technical Campus, Wadhe, Satara. - Civil Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.",Civil Engineering,Open,Female-Only,141822,"Yashoda Technical Campus, Wadhe, Satara. - Civil Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",Open,Gender-Neutral,75314,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",SC,Gender-Neutral,116931,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",VJ,Gender-Neutral,93711,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",NT,Gender-Neutral,103054,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",OBC,Gender-Neutral,93323,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",Open,Female-Only,75104,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",OBC,Female-Only,81536,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",SC,Female-Only,98178,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Computer Science and
Engineering",NT,Gender-Neutral,105389,"Yashoda Technical Campus, Wadhe, Satara. - Computer Science and
Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.",Electrical Engineering,Open,Gender-Neutral,140228,"Yashoda Technical Campus, Wadhe, Satara. - Electrical Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.",Electrical Engineering,Open,Female-Only,136597,"Yashoda Technical Campus, Wadhe, Satara. - Electrical Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",Open,Gender-Neutral,113996,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",SC,Gender-Neutral,143224,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,127106,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",OBC,Gender-Neutral,134022,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",Open,Female-Only,112821,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",OBC,Female-Only,137687,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",SC,Female-Only,122435,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Electronics and
Telecommunication Engg",NT,Gender-Neutral,135985,"Yashoda Technical Campus, Wadhe, Satara. - Electronics and
Telecommunication Engg",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.",Mechanical Engineering,Open,Gender-Neutral,140070,"Yashoda Technical Campus, Wadhe, Satara. - Mechanical Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.",Mechanical Engineering,Open,Female-Only,134257,"Yashoda Technical Campus, Wadhe, Satara. - Mechanical Engineering",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",Open,Gender-Neutral,81080,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
"Yashoda Technical Campus, Wadhe, Satara.","Artificial Intelligence and
Data Science",SC,Gender-Neutral,125001,"Yashoda Technical Campus, Wadhe, Satara. - Artificial Intelligence and
Data Science",Maharashtra
